StartDate,Mean TemperatureF,MeanDew PointF, Events,Ridership,StartDate
2012/2/26,42,20,,3389,2012/2/26
2012/2/27,50,29,,4317,2012/2/27
2012/2/28,48,23,,4353,2012/2/28
2012/2/29,48,45,Rain,1829,2012/2/29
2012/3/1,58,46,Fog-Rain,4978,2012/3/1
2012/3/2,48,39,Rain-Thunderstorm,3190,2012/3/2
2012/3/3,56,39,Rain,4061,2012/3/3
2012/3/4,44,21,,3418,2012/3/4
2012/3/5,39,21,,3331,2012/3/5
2012/3/6,39,21,,3946,2012/3/6
2012/3/7,54,35,,4907,2012/3/7
2012/3/8,64,47,Rain,5374,2012/3/8
2012/3/9,54,27,Rain,4561,2012/3/9
2012/3/10,42,16,,4116,2012/3/10
2012/3/11,49,29,,4906,2012/3/11
2012/3/12,59,39,,5290,2012/3/12
2012/3/13,69,52,Rain,5833,2012/3/13
2012/3/14,68,46,,6305,2012/3/14
2012/3/15,68,50,,6183,2012/3/15
2012/3/16,55,50,Rain,4368,2012/3/16
2012/3/17,64,53,,7832,2012/3/17
2012/3/18,60,52,,5890,2012/3/18
2012/3/19,66,55,,6146,2012/3/19
2012/3/20,67,60,Rain-Thunderstorm,6088,2012/3/20
2012/3/21,65,58,Fog,6221,2012/3/21
2012/3/22,69,59,Fog,6859,2012/3/22
2012/3/23,71,58,,8351,2012/3/23
2012/3/24,63,58,Rain,3367,2012/3/24
2012/3/25,57,52,Rain,4993,2012/3/25
2012/3/26,51,32,,5549,2012/3/26
2012/3/27,45,14,,5093,2012/3/27
2012/3/28,59,41,Rain,5692,2012/3/28
2012/3/29,60,37,,6126,2012/3/29
2012/3/30,49,35,Rain,5447,2012/3/30
2012/3/31,56,46,,6233,2012/3/31
2012/4/1,56,44,Rain,6038,2012/4/1
2012/4/2,55,36,Rain,5920,2012/4/2
2012/4/3,58,31,,6757,2012/4/3
2012/4/4,65,42,,6419,2012/4/4
2012/4/5,55,29,,6441,2012/4/5
2012/4/6,52,25,,6453,2012/4/6
2012/4/7,54,20,,6855,2012/4/7
2012/4/8,61,27,,5168,2012/4/8
2012/4/9,61,29,Rain,5576,2012/4/9
2012/4/10,57,31,,5907,2012/4/10
2012/4/11,48,28,Rain,4849,2012/4/11
2012/4/12,53,30,,5396,2012/4/12
2012/4/13,56,31,,6389,2012/4/13
2012/4/14,61,41,,7458,2012/4/14
2012/4/15,72,51,,7124,2012/4/15
2012/4/16,76,58,,6361,2012/4/16
2012/4/17,69,42,Rain,6671,2012/4/17
2012/4/18,58,42,Rain,4360,2012/4/18
2012/4/19,61,46,Rain,6547,2012/4/19
2012/4/20,64,52,,7273,2012/4/20
2012/4/21,70,55,Rain,6621,2012/4/21
2012/4/22,52,46,Rain,1023,2012/4/22
2012/4/23,46,38,Rain,3204,2012/4/23
2012/4/24,53,29,,5621,2012/4/24
2012/4/25,58,34,,6187,2012/4/25
2012/4/26,61,53,Rain,5020,2012/4/26
2012/4/27,56,31,,6225,2012/4/27
2012/4/28,51,31,Rain,4220,2012/4/28
2012/4/29,59,41,Rain,6302,2012/4/29
2012/4/30,59,41,,5569,2012/4/30
2012/5/1,72,59,Rain,5733,2012/5/1
2012/5/2,66,60,Rain,6158,2012/5/2
2012/5/3,69,58,,6415,2012/5/3
2012/5/4,75,63,Rain-Thunderstorm,6288,2012/5/4
2012/5/5,74,63,Rain-Thunderstorm,6883,2012/5/5
2012/5/6,67,58,Rain,6355,2012/5/6
2012/5/7,65,52,,6267,2012/5/7
2012/5/8,68,58,Rain,5719,2012/5/8
2012/5/9,67,59,Rain,4710,2012/5/9
2012/5/10,63,43,,6563,2012/5/10
2012/5/11,63,35,,7019,2012/5/11
2012/5/12,65,45,,7427,2012/5/12
2012/5/13,71,55,,6116,2012/5/13
2012/5/14,68,60,Rain,2842,2012/5/14
2012/5/15,73,64,Rain-Thunderstorm,5109,2012/5/15
2012/5/16,73,61,,7412,2012/5/16
2012/5/17,69,49,,7371,2012/5/17
2012/5/18,66,47,,7631,2012/5/18
2012/5/19,70,47,,8292,2012/5/19
2012/5/20,70,54,Rain,7124,2012/5/20
2012/5/21,71,64,Rain,4355,2012/5/21
2012/5/22,74,63,Rain,6060,2012/5/22
2012/5/23,74,64,Rain-Thunderstorm,5249,2012/5/23
2012/5/24,76,65,Rain,6759,2012/5/24
2012/5/25,79,68,,6720,2012/5/25
2012/5/26,79,68,,6533,2012/5/26
2012/5/27,79,67,Rain-Thunderstorm,6588,2012/5/27
2012/5/28,80,69,,6038,2012/5/28
2012/5/29,81,68,Rain-Thunderstorm,5733,2012/5/29
2012/5/30,76,62,Rain,6840,2012/5/30
2012/5/31,77,54,,7328,2012/5/31
2012/6/1,74,66,Rain-Thunderstorm,4118,2012/6/1
2012/6/2,68,50,,8118,2012/6/2
2012/6/3,69,49,,7641,2012/6/3
2012/6/4,69,49,Rain,6994,2012/6/4
2012/6/5,65,51,Rain,6997,2012/6/5
2012/6/6,67,51,Rain,7048,2012/6/6
2012/6/7,71,52,,7489,2012/6/7
2012/6/8,73,51,,7730,2012/6/8
2012/6/9,79,54,,7496,2012/6/9
2012/6/10,81,61,,6595,2012/6/10
2012/6/11,81,63,,6655,2012/6/11
2012/6/12,74,70,Rain,4961,2012/6/12
2012/6/13,76,57,,7416,2012/6/13
2012/6/14,76,58,,7359,2012/6/14
2012/6/15,73,56,,7656,2012/6/15
2012/6/16,73,52,,7698,2012/6/16
2012/6/17,70,55,,6968,2012/6/17
2012/6/18,67,59,Rain,5092,2012/6/18
2012/6/19,79,66,,6812,2012/6/19
2012/6/20,86,69,,6196,2012/6/20
2012/6/21,89,69,,5891,2012/6/21
2012/6/22,86,68,Rain,5810,2012/6/22
2012/6/23,82,60,,7452,2012/6/23
2012/6/24,83,60,,6889,2012/6/24
2012/6/25,79,58,Rain,6769,2012/6/25
2012/6/26,72,44,,7425,2012/6/26
2012/6/27,78,49,,7323,2012/6/27
2012/6/28,83,56,,6868,2012/6/28
2012/6/29,88,69,Rain-Thunderstorm,5455,2012/6/29
2012/6/30,85,67,Rain,5679,2012/6/30
2012/7/1,88,68,,5531,2012/7/1
2012/7/2,87,62,Thunderstorm,6227,2012/7/2
2012/7/3,87,63,Rain-Thunderstorm,6660,2012/7/3
2012/7/4,87,67,,7403,2012/7/4
2012/7/5,90,66,,6241,2012/7/5
2012/7/6,91,64,,6207,2012/7/6
2012/7/7,94,69,,4840,2012/7/7
2012/7/8,90,72,Rain-Thunderstorm,4672,2012/7/8
2012/7/9,81,69,Rain-Thunderstorm,6569,2012/7/9
2012/7/10,81,68,Rain-Thunderstorm,6290,2012/7/10
2012/7/11,81,65,,7264,2012/7/11
2012/7/12,80,61,,7446,2012/7/12
2012/7/13,83,60,,7499,2012/7/13
2012/7/14,80,68,Rain,6969,2012/7/14
2012/7/15,86,71,Rain,6031,2012/7/15
2012/7/16,86,70,Rain-Thunderstorm,6830,2012/7/16
2012/7/17,89,67,,6786,2012/7/17
2012/7/18,91,69,Rain-Thunderstorm,5713,2012/7/18
2012/7/19,85,70,Fog-Rain-Thunderstorm,6591,2012/7/19
2012/7/20,76,71,Rain-Thunderstorm,5870,2012/7/20
2012/7/21,69,66,Rain,4459,2012/7/21
2012/7/22,76,67,,7410,2012/7/22
2012/7/23,83,71,,6966,2012/7/23
2012/7/24,84,70,,7592,2012/7/24
2012/7/25,81,56,,8173,2012/7/25
2012/7/26,87,69,Rain,6861,2012/7/26
2012/7/27,86,69,,6904,2012/7/27
2012/7/28,86,68,Rain-Thunderstorm,6685,2012/7/28
2012/7/29,81,66,,6597,2012/7/29
2012/7/30,82,69,,7105,2012/7/30
2012/7/31,82,69,Rain-Thunderstorm,7216,2012/7/31
2012/8/1,82,68,Thunderstorm,7580,2012/8/1
2012/8/2,86,70,,7261,2012/8/2
2012/8/3,86,70,,7175,2012/8/3
2012/8/4,88,71,,6824,2012/8/4
2012/8/5,88,71,Rain-Thunderstorm,5464,2012/8/5
2012/8/6,86,70,Rain,7013,2012/8/6
2012/8/7,84,71,Rain,7273,2012/8/7
2012/8/8,84,71,,7534,2012/8/8
2012/8/9,86,68,,7286,2012/8/9
2012/8/10,80,70,Rain,5786,2012/8/10
2012/8/11,80,69,Rain,6299,2012/8/11
2012/8/12,80,60,Rain,6544,2012/8/12
2012/8/13,81,62,,6883,2012/8/13
2012/8/14,81,69,Rain,6784,2012/8/14
2012/8/15,80,65,,7347,2012/8/15
2012/8/16,80,59,,7605,2012/8/16
2012/8/17,83,63,Rain,7148,2012/8/17
2012/8/18,78,61,Rain,7865,2012/8/18
2012/8/19,74,64,Rain,4549,2012/8/19
2012/8/20,76,64,,6530,2012/8/20
2012/8/21,76,62,Rain,7006,2012/8/21
2012/8/22,77,64,Rain,7375,2012/8/22
2012/8/23,80,64,,7765,2012/8/23
2012/8/24,80,64,,7582,2012/8/24
2012/8/25,77,65,Rain,6053,2012/8/25
2012/8/26,78,69,Rain-Thunderstorm,5255,2012/8/26
2012/8/27,80,69,,6917,2012/8/27
2012/8/28,83,66,Rain,7040,2012/8/28
2012/8/29,78,59,,7697,2012/8/29
2012/8/30,79,63,,7713,2012/8/30
2012/8/31,85,66,,7350,2012/8/31
2012/9/1,84,70,Fog-Rain-Thunderstorm,6140,2012/9/1
2012/9/2,79,72,Rain,5810,2012/9/2
2012/9/3,80,72,,6034,2012/9/3
2012/9/4,83,72,Rain,6864,2012/9/4
2012/9/5,84,73,Rain,7112,2012/9/5
2012/9/6,79,72,Rain,6203,2012/9/6
2012/9/7,81,69,,7503,2012/9/7
2012/9/8,79,68,Fog-Rain-Thunderstorm,5976,2012/9/8
2012/9/9,71,53,,8227,2012/9/9
2012/9/10,69,48,,7525,2012/9/10
2012/9/11,68,47,,7767,2012/9/11
2012/9/12,71,53,,7870,2012/9/12
2012/9/13,71,57,,7804,2012/9/13
2012/9/14,74,61,,8009,2012/9/14
2012/9/15,71,50,,8714,2012/9/15
2012/9/16,68,51,,7333,2012/9/16
2012/9/17,67,60,Rain,6869,2012/9/17
2012/9/18,73,68,Fog-Rain,4073,2012/9/18
2012/9/19,66,47,,7591,2012/9/19
2012/9/20,65,51,,7720,2012/9/20
2012/9/21,70,58,,8167,2012/9/21
2012/9/22,76,61,,8395,2012/9/22
2012/9/23,63,42,,7907,2012/9/23
2012/9/24,63,42,,7436,2012/9/24
2012/9/25,65,49,,7538,2012/9/25
2012/9/26,75,60,Rain-Thunderstorm,7733,2012/9/26
2012/9/27,76,63,Rain-Thunderstorm,7393,2012/9/27
2012/9/28,73,60,Rain,7415,2012/9/28
2012/9/29,66,48,,8555,2012/9/29
2012/9/30,64,47,Rain,6889,2012/9/30
2012/10/1,63,50,Rain,6778,2012/10/1
2012/10/2,69,66,Fog-Rain,4639,2012/10/2
2012/10/3,76,68,Fog-Rain,7572,2012/10/3
2012/10/4,74,64,Rain,7328,2012/10/4
2012/10/5,72,57,,8156,2012/10/5
2012/10/6,67,53,,7965,2012/10/6
2012/10/7,53,44,Rain,3510,2012/10/7
2012/10/8,50,41,Rain,5478,2012/10/8
2012/10/9,56,48,Rain,6392,2012/10/9
2012/10/10,63,49,Rain,7691,2012/10/10
2012/10/11,56,34,,7570,2012/10/11
2012/10/12,57,37,,7281,2012/10/12
2012/10/13,51,32,,7109,2012/10/13
2012/10/14,64,50,,6639,2012/10/14
2012/10/15,65,57,Rain,5875,2012/10/15
2012/10/16,57,42,,7534,2012/10/16
2012/10/17,58,46,,7461,2012/10/17
2012/10/18,63,53,,7509,2012/10/18
2012/10/19,67,61,Rain,5424,2012/10/19
2012/10/20,60,43,,8090,2012/10/20
2012/10/21,58,39,,6824,2012/10/21
2012/10/22,61,42,,7058,2012/10/22
2012/10/23,65,52,,7466,2012/10/23
2012/10/24,72,55,,7693,2012/10/24
2012/10/25,67,59,,7359,2012/10/25
2012/10/26,66,59,,7444,2012/10/26
2012/10/27,65,54,,7852,2012/10/27
2012/10/28,58,48,Rain,4459,2012/10/28
2012/10/29,51,47,Rain,22,2012/10/29
2012/10/30,44,39,Rain,1096,2012/10/30
2012/10/31,49,37,,5566,2012/10/31
2012/11/1,48,34,Rain,5986,2012/11/1
2012/11/2,48,31,,5847,2012/11/2
2012/11/3,46,29,,5138,2012/11/3
2012/11/4,46,29,,5107,2012/11/4
2012/11/5,44,26,,5259,2012/11/5
2012/11/6,41,27,,5686,2012/11/6
2012/11/7,43,27,Rain,5035,2012/11/7
2012/11/8,48,19,Rain-Snow,5315,2012/11/8
2012/11/9,49,32,,5992,2012/11/9
2012/11/10,52,38,,6536,2012/11/10
2012/11/11,57,41,,6852,2012/11/11
2012/11/12,61,52,Rain,6269,2012/11/12
2012/11/13,52,36,Rain,4094,2012/11/13
2012/11/14,43,27,,5495,2012/11/14
2012/11/15,45,32,,5445,2012/11/15
2012/11/16,48,30,,5698,2012/11/16
2012/11/17,46,29,,5629,2012/11/17
2012/11/18,47,37,,4669,2012/11/18
2012/11/19,51,38,,5499,2012/11/19
2012/11/20,51,39,,5634,2012/11/20
2012/11/21,49,33,,5146,2012/11/21
2012/11/22,48,31,,2425,2012/11/22
2012/11/23,49,33,,3910,2012/11/23
2012/11/24,43,18,,2277,2012/11/24
2012/11/25,38,19,,2424,2012/11/25
2012/11/26,44,27,,5087,2012/11/26
2012/11/27,41,36,Rain,3959,2012/11/27
2012/11/28,44,24,,5260,2012/11/28
2012/11/29,41,26,,5323,2012/11/29
2012/11/30,44,31,,5668,2012/11/30
2012/12/1,44,37,,5191,2012/12/1
2012/12/2,47,41,Rain,4649,2012/12/2
2012/12/3,58,49,Fog,6234,2012/12/3
2012/12/4,61,50,,6606,2012/12/4
2012/12/5,52,35,Rain,5729,2012/12/5
2012/12/6,40,22,,5375,2012/12/6
2012/12/7,44,38,Rain,5008,2012/12/7
2012/12/8,51,48,Fog,5582,2012/12/8
2012/12/9,51,48,Fog-Rain,3228,2012/12/9
2012/12/10,56,53,Fog-Rain,5170,2012/12/10
2012/12/11,52,34,Rain,5501,2012/12/11
2012/12/12,43,27,,5319,2012/12/12
2012/12/13,43,24,,5532,2012/12/13
2012/12/14,41,30,,5611,2012/12/14
2012/12/15,46,33,,5047,2012/12/15
2012/12/16,49,44,Rain,3786,2012/12/16
2012/12/17,52,49,Rain,4585,2012/12/17
2012/12/18,53,41,Rain,5557,2012/12/18
2012/12/19,45,33,,5267,2012/12/19
2012/12/20,47,36,Rain,4128,2012/12/20
2012/12/21,49,32,Rain,3623,2012/12/21
2012/12/22,40,20,,1749,2012/12/22
2012/12/23,38,21,,1787,2012/12/23
2012/12/24,36,31,Rain-Snow,920,2012/12/24
2012/12/25,43,34,,1013,2012/12/25
2012/12/26,39,33,Rain-Snow,441,2012/12/26
2012/12/27,40,29,Rain,2114,2012/12/27
2012/12/28,41,25,,3095,2012/12/28
2012/12/29,39,32,Rain-Snow,1341,2012/12/29
2012/12/30,37,20,,1796,2012/12/30
2012/12/31,35,22,,2729,2012/12/31
2013/1/1,42,28,,1985,2013/1/1
2013/1/2,35,18,,3703,2013/1/2
2013/1/3,34,17,,3873,2013/1/3
2013/1/4,37,19,,4118,2013/1/4
2013/1/5,39,22,Rain,3562,2013/1/5
2013/1/6,44,28,,3790,2013/1/6
2013/1/7,42,25,,4774,2013/1/7
2013/1/8,42,31,,5311,2013/1/8
2013/1/9,44,36,Rain,5147,2013/1/9
2013/1/10,50,27,,5415,2013/1/10
2013/1/11,42,37,Fog-Rain,4150,2013/1/11
2013/1/12,47,43,Fog,5628,2013/1/12
2013/1/13,49,47,Fog-Rain,4145,2013/1/13
2013/1/14,53,47,Fog-Rain,5059,2013/1/14
2013/1/15,40,36,Rain,2923,2013/1/15
2013/1/16,40,36,Rain,3511,2013/1/16
2013/1/17,43,33,Rain,4817,2013/1/17
2013/1/18,36,17,,4512,2013/1/18
2013/1/19,44,25,,4974,2013/1/19
2013/1/20,50,21,,5768,2013/1/20
2013/1/21,40,18,,4574,2013/1/21
2013/1/22,26,-4,,2951,2013/1/22
2013/1/23,22,-1,Snow,3220,2013/1/23
2013/1/24,24,11,Snow,2448,2013/1/24
2013/1/25,22,8,Snow,2375,2013/1/25
2013/1/26,31,19,Snow,2765,2013/1/26
2013/1/27,33,19,,3032,2013/1/27
2013/1/28,40,31,Rain-Snow,2733,2013/1/28
2013/1/29,55,44,,5834,2013/1/29
2013/1/30,62,54,Rain,4687,2013/1/30
2013/1/31,49,31,Rain,4358,2013/1/31
2013/2/1,29,13,Snow,3201,2013/2/1
2013/2/2,26,15,Snow,2473,2013/2/2
2013/2/3,31,25,Snow,2586,2013/2/3
2013/2/4,32,14,,3946,2013/2/4
2013/2/5,38,26,,4613,2013/2/5
2013/2/6,42,25,Rain,4915,2013/2/6
2013/2/7,37,25,,4488,2013/2/7
2013/2/8,39,32,Rain,3390,2013/2/8
2013/2/9,37,16,,3466,2013/2/9
2013/2/10,36,17,,3613,2013/2/10
2013/2/11,46,41,Rain,4268,2013/2/11
2013/2/12,50,26,,5680,2013/2/12
2013/2/13,41,31,Rain-Snow,3556,2013/2/13
2013/2/14,43,29,,5170,2013/2/14
2013/2/15,48,33,Rain-Snow,5358,2013/2/15
2013/2/16,37,29,Rain-Snow,3239,2013/2/16
2013/2/17,30,9,,2508,2013/2/17
2013/2/18,32,9,,3361,2013/2/18
2013/2/19,43,30,Rain,3960,2013/2/19
2013/2/20,34,12,,4383,2013/2/20
2013/2/21,33,11,,4147,2013/2/21
2013/2/22,33,23,Rain-Snow,3562,2013/2/22
2013/2/23,40,37,Rain,2575,2013/2/23
2013/2/24,45,31,,4378,2013/2/24
2013/2/25,41,21,,5002,2013/2/25
2013/2/26,40,36,Rain,2784,2013/2/26
2013/2/27,50,37,Rain,5440,2013/2/27
2013/2/28,46,28,Rain,5128,2013/2/28
2013/3/1,42,26,,4941,2013/3/1
2013/3/2,36,20,,3741,2013/3/2
2013/3/3,37,17,,3095,2013/3/3
2013/3/4,38,14,,4454,2013/3/4
2013/3/5,43,18,Rain,5217,2013/3/5
2013/3/6,38,33,Rain-Snow,1136,2013/3/6
2013/3/7,45,27,,5043,2013/3/7
2013/3/8,45,25,,4870,2013/3/8
2013/3/9,48,23,,6835,2013/3/9
2013/3/10,50,28,,6829,2013/3/10
2013/3/11,53,43,,6087,2013/3/11
2013/3/12,51,48,Fog-Rain,4289,2013/3/12
2013/3/13,44,24,Rain,5742,2013/3/13
2013/3/14,41,14,,4881,2013/3/14
2013/3/15,46,22,,6384,2013/3/15
2013/3/16,51,37,Rain,6247,2013/3/16
2013/3/17,40,29,,3984,2013/3/17
2013/3/18,37,33,Rain-Snow,2768,2013/3/18
2013/3/19,50,29,,6001,2013/3/19
2013/3/20,47,11,,5887,2013/3/20
2013/3/21,37,14,Snow,4541,2013/3/21
2013/3/22,39,14,,5452,2013/3/22
2013/3/23,44,20,,6542,2013/3/23
2013/3/24,39,25,Rain-Snow,3888,2013/3/24
2013/3/25,36,32,Fog-Rain-Snow,1933,2013/3/25
2013/3/26,43,29,,5627,2013/3/26
2013/3/27,46,26,Rain,5856,2013/3/27
2013/3/28,45,26,Rain,5640,2013/3/28
2013/3/29,51,27,,7443,2013/3/29
2013/3/30,51,28,,9664,2013/3/30
2013/3/31,51,42,Rain,3821,2013/3/31
2013/4/1,55,37,Fog-Rain,6420,2013/4/1
2013/4/2,45,12,,5946,2013/4/2
2013/4/3,44,13,,6287,2013/4/3
2013/4/4,41,19,Rain,5872,2013/4/4
2013/4/5,53,32,Rain,7679,2013/4/5
2013/4/6,50,20,,9346,2013/4/6
2013/4/7,57,35,,9830,2013/4/7
2013/4/8,67,46,,8550,2013/4/8
2013/4/9,73,51,,9838,2013/4/9
2013/4/10,77,53,,9639,2013/4/10
2013/4/11,72,56,,9166,2013/4/11
2013/4/12,64,57,Fog-Rain-Thunderstorm,6064,2013/4/12
2013/4/13,60,40,,11369,2013/4/13
2013/4/14,59,39,,9695,2013/4/14
2013/4/15,60,46,Rain,6979,2013/4/15
2013/4/16,65,54,,8315,2013/4/16
2013/4/17,71,58,Rain,8563,2013/4/17
2013/4/18,70,58,Rain,7761,2013/4/18
2013/4/19,66,60,Rain-Thunderstorm,6178,2013/4/19
2013/4/20,55,28,Rain,8882,2013/4/20
2013/4/21,49,24,,7401,2013/4/21
2013/4/22,49,35,,6794,2013/4/22
2013/4/23,56,40,,7509,2013/4/23
2013/4/24,64,49,,8552,2013/4/24
2013/4/25,56,34,Rain,8332,2013/4/25
2013/4/26,58,35,,9074,2013/4/26
2013/4/27,61,39,,10904,2013/4/27
2013/4/28,60,41,Rain,7921,2013/4/28
2013/4/29,58,53,Rain,4333,2013/4/29
2013/4/30,59,54,Rain,5405,2013/4/30
2013/5/1,61,41,,8691,2013/5/1
2013/5/2,59,45,,8592,2013/5/2
2013/5/3,59,42,,8741,2013/5/3
2013/5/4,60,42,,9586,2013/5/4
2013/5/5,56,41,,8080,2013/5/5
2013/5/6,59,51,Rain,6565,2013/5/6
2013/5/7,63,58,Rain,4462,2013/5/7
2013/5/8,66,55,Rain,6669,2013/5/8
2013/5/9,67,56,Rain,7870,2013/5/9
2013/5/10,71,59,Fog-Rain-Thunderstorm,8957,2013/5/10
2013/5/11,72,62,Rain-Thunderstorm,6531,2013/5/11
2013/5/12,60,37,Rain,8103,2013/5/12
2013/5/13,55,25,,7441,2013/5/13
2013/5/14,55,31,,8122,2013/5/14
2013/5/15,72,51,Rain,8826,2013/5/15
2013/5/16,77,57,Rain,8971,2013/5/16
2013/5/17,73,51,,10155,2013/5/17
2013/5/18,64,56,Rain,6405,2013/5/18
2013/5/19,69,62,Fog-Rain,6734,2013/5/19
2013/5/20,74,65,Rain,8454,2013/5/20
2013/5/21,75,67,,9103,2013/5/21
2013/5/22,78,69,Rain,8987,2013/5/22
2013/5/23,75,66,Rain-Thunderstorm,8136,2013/5/23
2013/5/24,58,47,Rain,6698,2013/5/24
2013/5/25,57,31,,8039,2013/5/25
2013/5/26,63,33,,9960,2013/5/26
2013/5/27,63,41,,9067,2013/5/27
2013/5/28,74,60,Rain-Thunderstorm,7605,2013/5/28
2013/5/29,80,65,,9357,2013/5/29
2013/5/30,80,66,,8825,2013/5/30
2013/5/31,81,64,,9190,2013/5/31
2013/6/1,82,65,,9568,2013/6/1
2013/6/2,79,66,Rain-Thunderstorm,7746,2013/6/2
2013/6/3,76,65,Rain,7475,2013/6/3
2013/6/4,70,45,,10032,2013/6/4
2013/6/5,70,52,,10075,2013/6/5
2013/6/6,70,60,Rain,6925,2013/6/6
2013/6/7,71,67,Rain,2509,2013/6/7
2013/6/8,75,61,Rain,9863,2013/6/8
2013/6/9,76,65,Rain,9341,2013/6/9
2013/6/10,75,70,Fog-Rain-Thunderstorm,4429,2013/6/10
2013/6/11,77,63,,9271,2013/6/11
2013/6/12,81,63,,9269,2013/6/12
2013/6/13,81,66,Rain-Thunderstorm,7340,2013/6/13
2013/6/14,72,52,Rain,9900,2013/6/14
2013/6/15,74,54,,10546,2013/6/15
2013/6/16,78,63,Rain,8816,2013/6/16
2013/6/17,80,68,Rain,8703,2013/6/17
2013/6/18,73,68,Rain,7208,2013/6/18
2013/6/19,73,60,,10136,2013/6/19
2013/6/20,73,59,,10267,2013/6/20
2013/6/21,74,54,,10422,2013/6/21
2013/6/22,77,64,,10913,2013/6/22
2013/6/23,79,69,Rain,7276,2013/6/23
2013/6/24,82,71,Rain-Thunderstorm,8134,2013/6/24
2013/6/25,83,68,Rain-Thunderstorm,9276,2013/6/25
2013/6/26,82,69,Rain-Thunderstorm,8611,2013/6/26
2013/6/27,78,70,Rain,8889,2013/6/27
2013/6/28,79,69,Rain-Hail-Thunderstorm,6377,2013/6/28
2013/6/29,79,66,,10620,2013/6/29
2013/6/30,82,73,Rain-Thunderstorm,7181,2013/6/30
2013/7/1,79,71,Rain,7944,2013/7/1
2013/7/2,79,72,Rain,7953,2013/7/2
2013/7/3,81,72,Rain,7818,2013/7/3
2013/7/4,83,72,,10832,2013/7/4
2013/7/5,83,72,,10652,2013/7/5
2013/7/6,85,72,,8981,2013/7/6
2013/7/7,83,70,Rain,6949,2013/7/7
2013/7/8,80,68,Rain-Thunderstorm,8172,2013/7/8
2013/7/9,81,71,Rain,8848,2013/7/9
2013/7/10,83,73,Rain-Thunderstorm,8209,2013/7/10
2013/7/11,81,70,Rain,8942,2013/7/11
2013/7/12,73,67,Rain-Thunderstorm,5792,2013/7/12
2013/7/13,79,70,Rain,9372,2013/7/13
2013/7/14,82,73,,8497,2013/7/14
2013/7/15,86,71,,8108,2013/7/15
2013/7/16,88,70,,8515,2013/7/16
2013/7/17,89,71,,8720,2013/7/17
2013/7/18,88,75,Rain-Thunderstorm,7902,2013/7/18
2013/7/19,88,75,,8087,2013/7/19
2013/7/20,87,72,Thunderstorm,8706,2013/7/20
2013/7/21,86,69,Rain-Thunderstorm,8538,2013/7/21
2013/7/22,83,72,Rain,8796,2013/7/22
2013/7/23,83,69,Rain-Thunderstorm,9335,2013/7/23
2013/7/24,80,63,,9856,2013/7/24
2013/7/25,74,56,,10228,2013/7/25
2013/7/26,76,59,,10370,2013/7/26
2013/7/27,79,67,Rain-Thunderstorm,8474,2013/7/27
2013/7/28,78,68,Rain,8242,2013/7/28
2013/7/29,76,57,,9328,2013/7/29
2013/7/30,76,56,,9980,2013/7/30
2013/7/31,77,65,Rain,8773,2013/7/31
2013/8/1,77,69,Rain-Thunderstorm,7844,2013/8/1
2013/8/2,80,63,,9940,2013/8/2
2013/8/3,76,64,Rain,8532,2013/8/3
2013/8/4,76,57,,10511,2013/8/4
2013/8/5,73,54,,10162,2013/8/5
2013/8/6,72,64,Rain,8469,2013/8/6
2013/8/7,79,68,Rain,9827,2013/8/7
